responseid,distributionchannel,q43,social_media_use,how_often_1,how_often_2,how_often_3,how_often_4,how_often_5,how_often_6,how_often_7,how_often_8,how_often_9,how_often_10,how_often_11,tweets_public,insta_public,researchers_1,researchers_2,researchers_3,researchers_4,researchers_5,researchers_6,researchers_7,researchers_8,researchers_9,researchers_10,researchers_11,researchers_12,researchers_13,researchers_14,researchers_15,researchers_16,researchers_17,researchers_18,researchers_19,researchers_20,sm_companies_1,sm_companies_2,sm_companies_3,sm_companies_4,sm_companies_5,sm_companies_6,sm_companies_7,sm_companies_8,sm_companies_9,sm_companies_10,sm_companies_11,sm_companies_12,sm_companies_13,sm_companies_14,sm_companies_15,sm_companies_16,sm_companies_17,sm_companies_18,sm_companies_19,sm_companies_20,journalists_1,journalists_2,journalists_3,journalists_4,journalists_5,journalists_6,journalists_7,journalists_8,journalists_9,journalists_10,journalists_11,journalists_12,journalists_13,journalists_14,journalists_15,journalists_16,sometimes,sometimes_text,digital_privacy_1,digital_privacy_2,digital_privacy_3,digital_privacy_4,social_science,data_archive_1,data_archive_2,data_archive_3,data_archive_4,data_archive_5,secure_archive,anonymous_archive,concern-misuse,concern-harm,age,gender_identity_1,gender_identity_2,gender_identity_3,gender_identity_4,gender_identity_5,gender_identity_6,sexual_orientation_1,sexual_orientation_2,sexual_orientation_3,sexual_orientation_4,sexual_orientation_5,race_ethnicity_1,race_ethnicity_2,race_ethnicity_3,race_ethnicity_4,race_ethnicity_5,race_ethnicity_6,race_ethnicity_7,race_ethnicity_8,race_ethnicity_9,education,income,sensitivity_1,sensitivity_2,sensitivity_3,sensitivity_4,sensitivity_5,sensitivity_6,sensitivity_7,sensitivity_8,sensitivity_9,sensitivity_10,sensitivity_11,sensitivity_12,sensitivity_13,sensitivity_14,sensitivity_15,sensitivity_16,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,privacy_behaviors_1,privacy_behaviors_2,privacy_behaviors_3,privacy_behaviors_4,privacy_behaviors_5,privacy_behaviors_6,privacy_behaviors_7
R_2YmOJ8KY0ngGwwY,anonymous,Yes,Yes,About Once a Day,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,About Once a Day,,,Yes,Yes,No,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,I'm not sure.,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,I'm not sure.,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,not certtain,Agree,Agree,Agree,Agree,Disagree,Important,Neither important nor unimportant,Neither important nor unimportant,Not important,Important,Bad idea,Bad idea,Extremely Concerned,Extremely Concerned,75 - 84,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,Associate degree,"$20,000 - $29,999",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Very Sensitive 10,-99,-99,-99,-99,4,No trust at all - 1,4,6,4,4,Always,Sometimes,Always,Always,Never,Sometimes,Always
R_2xRckpF7qGWXFYI,anonymous,Yes,Yes,Several Times a Day,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Yes,Yes,No,Yes,No,No,Yes,I'm not sure.,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,"It matters who and why they wa,t the information.",Agree,Agree,Agree,Agree,-99,Important,Neither important nor unimportant,Important,Important,Important,I'm not sure,I'm not sure,Moderately Concerned,Slightly Concerned,75 - 84,0,Man,0,0,0,0,Gay or lesbian,0,0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$10,000 - $19,999",Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,5,5,5,5,Very Sensitive 10,8,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,4,4,5,No trust at all - 1,No trust at all - 1,4,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
R_3GwiBwhD4tCVwm8,anonymous,Yes,Yes,Several Times a Day,Don't use at all,Less Often,About Once a Day,A Few Times a Week,Don't use at all,Don't use at all,Don't use at all,Don't use at all,A Few Times a Week,A Few Times a Week,,,No,I'm not sure.,No,No,No,I'm not sure.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,It depends on their intentions ,Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,Bad idea,I'm not sure,Slightly Concerned,Slightly Concerned,65 - 74,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Master's degree (For example: MA, MS)","More than $150,000",Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,4,2,2,2,No trust at all - 1,No trust at all - 1,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
R_3ikZxSvuPBFuzva,anonymous,Yes,Yes,Several Times a Day,Don't use at all,Don't use at all,Don't use at all,Less Often,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Less Often,,,Yes,Yes,I'm not sure.,Yes,Yes,I'm not sure.,Yes,I'm not sure.,Yes,I'm not sure.,I'm not sure.,No,I'm not sure.,Yes,No,Yes,No,Yes,I'm not sure.,I'm not sure.,Yes,Yes,No,Yes,Yes,Yes,I'm not sure.,I'm not sure.,Yes,Yes,I'm not sure.,I'm not sure.,I'm not sure.,Yes,Yes,Yes,I'm not sure.,I'm not sure.,Yes,No,Yes,Yes,I'm not sure.,Yes,Yes,I'm not sure.,Yes,No,I'm not sure.,Yes,I'm not sure.,Yes,Yes,Yes,I'm not sure.,No,Yes,I'm not sure really what the question means,Agree,Agree,Agree,Agree,Neither agree nor disagree,Important,Neither important nor unimportant,-99,-99,-99,I'm not sure,I'm not sure,Moderately Concerned,Extremely Concerned,65 - 74,0,Man,0,0,0,0,Gay or lesbian,0,0,0,0,0,0,0,0,0,0,White,0,0,Some college but no degree,"$10,000 - $19,999",9,Not Sensitive 1,4,6,7,3,5,Not Sensitive 1,Not Sensitive 1,4,Not Sensitive 1,6,3,9,5,Not Sensitive 1,5,-99,-99,-99,-99,-99,Never,Never,Never,Sometimes,Sometimes,Always,Always
R_cZUiMFqtVw3KjHX,anonymous,Yes,Yes,Several Times a Day,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Yes,-99,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,not sure,Disagree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,Good idea,Good idea,Extremely Concerned,Extremely Concerned,55 - 64,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,Black or African American,0,0,0,0,0,0,"Master's degree (For example: MA, MS)","$50,000 - $59,999",Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,-99,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,6,5,6,5,6,6,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes
R_2SjDk51CkPEI4H9,anonymous,Yes,Yes,A Few Times a Week,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not enough information is known to draw a sound cunclusion.,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,Important,Important,Important,Important,Important,Good idea,Good idea,Extremely Concerned,Extremely Concerned,55 - 64,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,Associate degree,"$20,000 - $29,999",Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,No trust at all - 1,4,5,4,4,4,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always
R_1rOBEFv2PdoJUdC,anonymous,Yes,Yes,Every Few Weeks,A Few Times a Week,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,About Once a Day,Don't use at all,A Few Times a Week,Yes,Yes,No,Yes,I'm not sure.,Yes,Yes,I'm not sure.,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,I'm not sure.,Yes,No,Yes,Yes,No,Yes,Yes,Yes,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,I'm not sure.,Yes,No,Yes,Yes,I'm not sure.,Yes,Yes,I'm not sure.,I'm not sure.,Yes,Because it's just a statement to use,Agree,Agree,Neither Agree Nor Disagree,Agree,Agree,Important,Important,Important,Neither important nor unimportant,Important,Good idea,Good idea,Moderately Concerned,Extremely Concerned,45 - 54,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,Black or African American,0,0,0,0,0,0,High school graduate - high school diploma or equivalent (for example: GED),"Less than $10,000",Very Sensitive 10,7,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,8,9,Very Sensitive 10,8,Very Sensitive 10,7,Very Sensitive 10,8,Very Sensitive 10,Very Sensitive 10,Complete Trust - 7,5,Complete Trust - 7,4,Complete Trust - 7,6,Always,Always,Sometimes,Always,Always,Never,Always
R_1ribyTvWYmaJJs5,anonymous,Yes,Yes,Several Times a Day,Don't use at all,Less Often,Don't use at all,Less Often,Don't use at all,Less Often,Don't use at all,Don't use at all,Don't use at all,About Once a Day,,,Yes,I'm not sure.,No,I'm not sure.,Yes,Yes,I'm not sure.,Yes,I'm not sure.,Yes,No,No,No,Yes,Yes,Yes,No,I'm not sure.,Yes,Yes,Yes,No,No,No,I'm not sure.,Yes,I'm not sure.,I'm not sure.,I'm not sure.,Yes,No,No,No,Yes,Yes,Yes,No,No,No,I'm not sure.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Depends on the situation,Agree,Agree,Agree,Agree,Disagree,Important,Neither important nor unimportant,Important,Important,Important,I'm not sure,I'm not sure,Extremely Concerned,Moderately Concerned,65 - 74,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,Some college but no degree,"$80,000 - $89,999",Very Sensitive 10,9,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,9,8,5,8,8,5,9,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,9,5,5,6,6,3,2,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes
R_ByaY2kTbaCmF4VX,anonymous,Yes,Yes,About Once a Day,Don't use at all,Don't use at all,A Few Times a Week,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,A Few Times a Week,,,No,No,No,No,No,No,No,No,No,I'm not sure.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,The reputation of the journalist ,Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,I'm not sure,Bad idea,Extremely Concerned,Extremely Concerned,75 - 84,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,Associate degree,"$100,000 - $149,999",-99,-99,-99,Very Sensitive 10,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,No trust at all - 1,2,2,4,No trust at all - 1,Never,Never,Never,Always,Sometimes,Sometimes,Always
R_125wOvXNtVfIZPo,anonymous,Yes,Yes,About Once a Day,Several Times a Day,Less Often,Don't use at all,Don't use at all,Every Few Weeks,Don't use at all,Don't use at all,Don't use at all,Every Few Weeks,Several Times a Day,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,Yes,Yes,Yes,I'm not sure.,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,Yes,This depends on the type of circumstance of the research. ,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,Neither Agree Nor Disagree,Neither agree nor disagree,Important,Important,Neither important nor unimportant,Important,Important,I'm not sure,Bad idea,Slightly Concerned,Slightly Concerned,35 - 44,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,Black or African American,0,0,0,0,0,0,"Bachelor's degree (For example: BA, AB, BS)","$50,000 - $59,999",5,5,5,8,3,8,3,8,3,2,5,7,7,3,8,8,5,3,5,4,6,3,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always
R_0327jGLwtkBfCtX,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,A Few Times a Week,A Few Times a Week,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Every Few Weeks,,No,Yes,Yes,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,I'm not sure.,Yes,No,I'm not sure.,Yes,I'm not sure.,Yes,I'm not sure.,No,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,Yes,Context,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither agree nor disagree,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Not important,Neither important nor unimportant,I'm not sure,I'm not sure,Neither Concerned nor Unconcerned,Neither Concerned nor Unconcerned,35 - 44,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Master's degree (For example: MA, MS)","More than $150,000",Very Sensitive 10,9,5,Very Sensitive 10,8,Very Sensitive 10,8,7,3,7,8,6,Very Sensitive 10,9,8,6,5,5,6,3,5,6,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
R_3stCpWESYhQEL82,anonymous,Yes,Yes,Several Times a Day,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Yes,Yes,Yes,Yes,No,Yes,I'm not sure.,No,No,Yes,Yes,No,Yes,Yes,I'm not sure.,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,There at times a fine line between yes and no,Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,Good idea,I'm not sure,Extremely Concerned,Extremely Concerned,55 - 64,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,Some college but no degree,"$70,000 - $79,999",Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,9,Very Sensitive 10,8,8,8,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,4,3,5,5,4,3,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
R_31HpZsHqi3jsHB8,anonymous,Yes,Yes,A Few Times a Week,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Less Often,Don't use at all,A Few Times a Week,Yes,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Depends on the question being asked.,Agree,Agree,Agree,Agree,Neither agree nor disagree,Not important,Not important,Neither important nor unimportant,Neither important nor unimportant,Important,Bad idea,I'm not sure,Extremely Concerned,Extremely Concerned,55 - 64,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$20,000 - $29,999",2,Not Sensitive 1,4,Very Sensitive 10,2,Very Sensitive 10,Very Sensitive 10,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,8,2,No trust at all - 1,5,2,No trust at all - 1,No trust at all - 1,Always,Sometimes,Always,Always,Always,Always,Always
R_1DPauEglA5WhJ6Y,anonymous,Yes,Yes,About Once a Day,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,,,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,I'm not sure.,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,It depends on the circumstances,Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,I'm not sure,I'm not sure,Slightly Concerned,Slightly Concerned,65 - 74,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,Hispanic or Latino,0,0,White,0,0,High school graduate - high school diploma or equivalent (for example: GED),"$50,000 - $59,999",Very Sensitive 10,7,8,Very Sensitive 10,7,8,4,7,Not Sensitive 1,7,Not Sensitive 1,8,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,4,3,4,6,4,3,2,Sometimes,Sometimes,Never,Sometimes,Never,Always,Always
R_2b3u8A160j9YTU3,anonymous,Yes,Yes,Several Times a Day,Don't use at all,Every Few Weeks,Every Few Weeks,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Less Often,,,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,Yes,I'm not sure.,I'm not sure.,Yes,I'm not sure.,Yes,I'm not sure.,Yes,Yes,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,No,I'm not sure.,No,No,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,No,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,No,I'm not sure.,Yes,-99,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither agree nor disagree,Important,Neither important nor unimportant,Important,Important,Important,-99,-99,-99,-99,35 - 44,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,8,8,8,9,9,7,3,5,5,5,9,9,Very Sensitive 10,7,5,4,3,4,5,4,3,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes
R_1opXcwXJEAg9lC3,anonymous,Yes,Yes,Several Times a Day,Every Few Weeks,A Few Times a Week,Don't use at all,Less Often,Don't use at all,Less Often,Don't use at all,Less Often,Don't use at all,A Few Times a Week,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NOT ALWASY A  YES OR NO RESPONSE WAS ACCURATE,Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,Good idea,I'm not sure,Extremely Concerned,Extremely Concerned,55 - 64,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,High school graduate - high school diploma or equivalent (for example: GED),"$90,000 - $99,999",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5,5,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
R_1GEmxCyIZACAWG6,anonymous,Yes,Yes,Several Times a Day,Less Often,Every Few Weeks,About Once a Day,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Several Times a Day,Don't use at all,A Few Times a Week,Yes,-99,Yes,I'm not sure.,No,Yes,No,I'm not sure.,Yes,Yes,I'm not sure.,No,No,Yes,Yes,I'm not sure.,Yes,Yes,I'm not sure.,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Real answer not there,Agree,Agree,Agree,Agree,Neither agree nor disagree,Important,Neither important nor unimportant,Important,Important,Important,I'm not sure,I'm not sure,Neither Concerned nor Unconcerned,Slightly Concerned,85 or older,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Professional Degree (For example: MBA, MFA, DDS, DVM, LLB, JD)","$20,000 - $29,999",Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,5,5,8,5,2,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,5,4,2,5,5,5,3,Sometimes,Always,Sometimes,Always,Sometimes,Always,Sometimes
R_1nUzDxWwoNIWzUl,anonymous,Yes,Yes,About Once a Day,Don't use at all,Don't use at all,About Once a Day,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,A Few Times a Week,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,I do not believe it is any of your business.,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,Important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Important,Bad idea,I'm not sure,Moderately Concerned,Moderately Concerned,65 - 74,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,Some college but no degree,"$70,000 - $79,999",Very Sensitive 10,Very Sensitive 10,2,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,9,Very Sensitive 10,9,9,Not Sensitive 1,9,Very Sensitive 10,9,Very Sensitive 10,9,2,No trust at all - 1,No trust at all - 1,No trust at all - 1,3,2,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always
R_2sR14lWkccflIb0,anonymous,Yes,Yes,Don't use at all,Don't use at all,Every Few Weeks,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Every Few Weeks,,,Yes,Yes,Yes,No,Yes,I'm not sure.,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Some questions seems as if there is a public benefit while others do not.  Some seem as if there is supposition involved.,Agree,Agree,Neither Agree Nor Disagree,Agree,Disagree,Important,Important,Not important,Not important,Important,Good idea,I'm not sure,Slightly Concerned,Slightly Concerned,75 - 84,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$40,000 - $49,999",Not Sensitive 1,5,5,Not Sensitive 1,9,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,9,5,5,5,4,5,4,3,2,No trust at all - 1,Sometimes,Sometimes,Always,Always,Never,Always,Sometimes
R_1Qu2s0DA2R4adqR,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,Don't use at all,Don't use at all,Every Few Weeks,Don't use at all,Less Often,Don't use at all,Don't use at all,Don't use at all,Don't use at all,,Yes,No,I'm not sure.,No,I'm not sure.,No,No,Yes,No,No,I'm not sure.,No,No,No,I'm not sure.,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,I'm not sure.,No,Yes,"Because of the final use. I wouldn't want anything I wrote on FB to be quoted deliberately out of context, or photographs of other people without my/their permission. ",Agree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,-99,Important,Important,Important,Important,Important,Bad idea,Bad idea,Extremely Concerned,Neither Concerned nor Unconcerned,45 - 54,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$40,000 - $49,999",Very Sensitive 10,9,Not Sensitive 1,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,8,Not Sensitive 1,Not Sensitive 1,5,Not Sensitive 1,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,4,5,5,Complete Trust - 7,2,No trust at all - 1,No trust at all - 1,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes
